id,title,content,keywords,publication_date,processed_text,ce_areas,ai_technologies,num_ce_tags,num_ai_tags
199,Dynamic monitoring of dust transport effect on maritime visibility using multi source satellite data and advanced deep learning approach,"Dust storms over the Red Sea pose serious challenges to maritime navigation, reducing visibility, increasing collision risk, and disrupting port operations.",transportation machine learning,2025-12-27,dust storm red sea pose serious challenge maritime navigation reducing visibility increasing collision risk disrupting port operation,Transportation,Machine Learning,1,1
200,Q+A: Making Sure the AI Guiding Transportation Planning Doesn’t Leave Some Riders Stranded,"In the aftermath of the pandemic, changes in people's travel patterns and public transportation use have led regional transit organizations to reexamine...",transportation machine learning,2025-12-27,aftermath pandemic change people travel pattern public transportation use led regional transit organization reexamine,Transportation,Artificial Intelligence,1,1
201,A hybrid machine learning-enhanced MCDM model for transport safety engineering,"This model incorporates multiple stages of MCDM—weighting, aggregating, and grouping—along with deconstruction and decomposition into a streamlined process.",transportation machine learning,2025-12-27,model incorporates multiple stage mcdm weighting aggregating grouping along deconstruction decomposition streamlined process,"Transportation, Construction Management",Machine Learning,2,1
202,TGSRTC becomes India’s first public transport entity to tap AI technology,"One of the key initiatives is employee health monitoring, where medical reports of over 40000 employees are being analyzed using AI and Machine Learning to...",transportation machine learning,2025-12-27,one key initiative employee health monitoring medical report 40000 employee analyzed using machine learning,"Structural, Transportation","Machine Learning, Artificial Intelligence",2,2
203,AI and Computer Vision: Transforming Transit Safety and Experience,"AI and computer vision enhance public transport safety, fare compliance, and passenger experience with real-time monitoring and analytics.",transportation computer vision,2025-12-27,computer vision enhance public transport safety fare compliance passenger experience real time monitoring analytics,"Transportation, Construction Management","Computer Vision, Artificial Intelligence",2,2
204,AI in Transportation Software Development: A Complete Guide,"Discover how AI in transportation software development drives efficiency, safety, and sustainability through predictive analytics and automation.",transportation computer vision,2025-12-27,discover transportation software development drive efficiency safety sustainability predictive analytics automation,"Transportation, Construction Management, Environmental Engineering","Predictive Analytics, Robotics/Automation, Artificial Intelligence",3,3
205,New York traffic analysed with AI and machine vision,Adobe Stock. Traffic management · New York · Machine vision. We were unable to load Disqus. If you are a moderator please see our troubleshooting...,transportation computer vision,2025-12-27,adobe stock traffic management new york machine vision unable load disqus moderator please see troubleshooting,"Structural, Transportation",Artificial Intelligence,2,1
206,New AI language-vision models transform traffic video analysis to improve road safety,"New York City's thousands of traffic cameras capture endless hours of footage each day, but analyzing that video to identify safety problems and implement...",transportation computer vision,2025-12-27,new york city thousand traffic camera capture endless hour footage day analyzing video identify safety problem implement,"Structural, Transportation, Construction Management","Computer Vision, Artificial Intelligence",3,2
207,A vision-based drowsiness detection system for railway operators using lightweight convolutional neural networks,"This research addresses the challenge of monitoring railway driver drowsiness using a real-time, vision-based system powered by convolutional neural...",transportation computer vision,2025-12-27,research address challenge monitoring railway driver drowsiness using real time vision based system powered convolutional neural,,"Machine Learning, Artificial Intelligence",0,2
208,AI in automotive world: Driving the future of transportation,"ARTIFICIAL INTELLIGENCE (AI) is changing the way we think about cars and driving. It helps make vehicles safer, smarter and more efficient.",transportation computer vision,2025-12-27,artificial intelligence changing way think car driving help make vehicle safer smarter efficient,Transportation,Artificial Intelligence,1,1
209,Amazon’s delivery glasses: The newest innovation designed to enhance the delivery experience,"Amazon is developing smart delivery glasses to help Delivery Associates (DAs) identify hazards, seamlessly navigate to customers' doorsteps,...",transportation computer vision,2025-12-27,amazon developing smart delivery glass help delivery associate identify hazard seamlessly navigate customer doorstep,Structural,Machine Learning,1,1
210,Spartan science is making transportation safer,"Every time you buckle up, there's a good chance Michigan State University research is helping keep you safe.",transportation computer vision,2025-12-27,every time buckle good chance michigan state university research helping keep safe,Transportation,,1,0
211,"51% Stake: Rail Vision to Acquire Quantum Transportation, Offers $700K Convertible Loan; Close in 60 Days","Rail Vision signed a term sheet to acquire 51% of Quantum Transportation, will issue ~4.99% in shares and provide a $700K convertible loan at 8%.",transportation computer vision,2025-12-27,rail vision signed term sheet acquire quantum transportation issue share provide 700k convertible loan,Transportation,Artificial Intelligence,1,1
